"","sentimento","term","count"
"2264","text53","têm",1
"2265","text91","têm",1
"2266","text94","têm",1
"2267","text97","têm",1
"2268","text17","mesmas",1
"2269","text94","mesmas",1
"2270","text97","mesmas",1
"2271","text17","capacidade",1
"2272","text94","capacidade",1
"2273","text97","capacidade",1
"2274","text17","exercer",1
"2275","text23","exercer",1
"2276","text63","exercer",1
"2277","text94","exercer",1
"2278","text97","exercer",1
"2279","text17","cargo",2
"2280","text23","cargo",1
"2281","text94","cargo",2
"2282","text97","cargo",2
"2283","text17","medida",1
"2284","text94","medida",1
"2285","text97","medida",1
"2286","text17","administração",1
"2287","text94","administração",1
"2288","text97","administração",1
"2289","text17","limita",1
"2290","text94","limita",1
"2291","text97","limita",1
"2292","text17","descrimina",1
"2293","text94","descrimina",1
"2294","text97","descrimina",1
"2295","text17","ante",1
"2296","text94","ante",1
"2297","text97","ante",1
"2298","text17","exposto",1
"2299","text94","exposto",1
"2300","text97","exposto",1
"2301","text17","levando-se",1
"2302","text94","levando-se",1
"2303","text97","levando-se",1
"2304","text17","argumentos",1
"2305","text94","argumentos",1
"2306","text97","argumentos",1
"2307","text17","supra",1
"2308","text94","supra",1
"2309","text97","supra",1
"2310","text17","peço",1
"2311","text24","peço",1
"2312","text33","peço",1
"2313","text91","peço",1
"2314","text94","peço",1
"2315","text97","peço",1
"2316","text17","encarecidamente",1
"2317","text33","encarecidamente",1
"2318","text94","encarecidamente",1
"2319","text97","encarecidamente",1
"2320","text17","tentem",1
"2321","text94","tentem",1
"2322","text97","tentem",1
"2323","text17","viabilizar",1
"2324","text94","viabilizar",1
"2325","text97","viabilizar",1
"2326","text17","público",1
"2327","text19","público",1
"2328","text24","público",1
"2329","text63","público",1
"2330","text70","público",1
"2331","text74","público",1
"2332","text94","público",1
"2333","text97","público",1
"2334","text156","público",1
"2335","text184","público",2
"2336","text17","soldado",1
"2337","text29","soldado",1
"2338","text94","soldado",1
"2339","text97","soldado",1
"2340","text17","todas",1
"2341","text94","todas",1
"2342","text97","todas",1
"2343","text17","regiões",1
"2344","text87","regiões",1
"2345","text94","regiões",1
"2346","text97","regiões",1
"2347","text17","tendo",1
"2348","text31","tendo",1
"2349","text94","tendo",1
"2350","text97","tendo",1
"2351","text17","disponibilizadas",1
"2352","text33","disponibilizadas",1
"2353","text37","disponibilizadas",1
"2354","text94","disponibilizadas",1
"2355","text97","disponibilizadas",1
"2356","text17","ínfimas",1
"2357","text94","ínfimas",1
"2358","text97","ínfimas",1
"2359","text17","estando",1
"2360","text52","estando",1
"2361","text62","estando",1
"2362","text80","estando",1
"2363","text94","estando",1
"2364","text97","estando",1
"2365","text17","aquém",1
"2366","text94","aquém",1
"2367","text97","aquém",1
"2368","text17","reais",1
"2369","text94","reais",1
"2370","text97","reais",1
"2371","text17","necessidades",1
"2372","text94","necessidades",1
"2373","text96","necessidades",1
"2374","text97","necessidades",1
"2375","text17","população",1
"2376","text27","população",1
"2377","text29","população",1
"2378","text39","população",3
"2379","text52","população",1
"2380","text59","população",1
"2381","text66","população",1
"2382","text80","população",1
"2383","text94","população",1
"2384","text97","população",1
"2385","text18","ostensivo",1
"2386","text18","último",1
"2387","text18","irá",1
"2388","text62","irá",1
"2389","text111","irá",1
"2390","text18","suprir",1
"2391","text96","suprir",1
"2392","text18","terço",1
"2393","text18","necessita",1
"2394","text18","vemos",1
"2395","text18","crescer",1
"2396","text22","crescer",1
"2397","text18","abriram",1
"2398","text18","certames",1
"2399","text18","dobro",1
"2400","text30","dobro",1
"2401","text18","triplo",1
"2402","text18","populações",1
"2403","text18","mesmos",1
"2404","text18","números",1
"2405","text18","inferiores",1
"2406","text18","pedimos",1
"2407","text27","pedimos",1
"2408","text66","pedimos",1
"2409","text88","pedimos",1
"2410","text18","atitude",1
"2411","text72","atitude",1
"2412","text18","reserva",1
"2413","text29","reserva",1
"2414","text52","reserva",1
"2415","text78","reserva",1
"2416","text80","reserva",1
"2417","text91","reserva",1
"2418","text18","olhe",1
"2419","text52","olhe",1
"2420","text80","olhe",1
"2421","text18","fizeram",1
"2422","text34","fizeram",1
"2423","text18","precisa",1
"2424","text23","precisa",1
"2425","text27","precisa",1
"2426","text30","precisa",2
"2427","text37","precisa",1
"2428","text40","precisa",1
"2429","text107","precisa",1
"2430","text18","ruas",1
"2431","text20","ruas",1
"2432","text18","clama",1
"2433","text43","clama",1
"2434","text44","clama",1
"2435","text64","clama",1
"2436","text18","abraço",1
"2437","text28","abraço",1
"2438","text32","abraço",1
"2439","text50","abraço",1
"2440","text62","abraço",1
"2441","text66","abraço",1
"2442","text72","abraço",1
"2443","text96","abraço",1
"2444","text19","desigualdade",3
"2445","text24","desigualdade",1
"2446","text156","desigualdade",3
"2447","text19","oferta",1
"2448","text156","oferta",1
"2449","text19","abaixo",1
"2450","text156","abaixo",1
"2451","text19","necessário",1
"2452","text72","necessário",1
"2453","text96","necessário",1
"2454","text156","necessário",1
"2455","text19","gritante",1
"2456","text156","gritante",1
"2457","text19","promover",1
"2458","text156","promover",1
"2459","text19","ações",1
"2460","text156","ações",1
"2461","text19","autoriza",1
"2462","text156","autoriza",1
"2463","text19","cercado",1
"2464","text156","cercado",1
"2465","text19","vicios",1
"2466","text156","vicios",1
"2467","text19","justo",1
"2468","text21","justo",1
"2469","text22","justo",1
"2470","text26","justo",1
"2471","text31","justo",1
"2472","text61","justo",1
"2473","text87","justo",1
"2474","text156","justo",1
"2475","text19","obtermos",1
"2476","text156","obtermos",1
"2477","text19","estarmos",1
"2478","text156","estarmos",1
"2479","text19","posições",1
"2480","text60","posições",1
"2481","text156","posições",1
"2482","text19","baixíssimas",1
"2483","text156","baixíssimas",1
"2484","text19","enquanto",1
"2485","text156","enquanto",1
"2486","text19","menor",1
"2487","text52","menor",1
"2488","text71","menor",1
"2489","text80","menor",1
"2490","text156","menor",1
"2491","text19","pontuação",1
"2492","text34","pontuação",1
"2493","text74","pontuação",1
"2494","text156","pontuação",1
"2495","text19","colocado",1
"2496","text34","colocado",1
"2497","text156","colocado",1
"2498","text19","classificado",1
"2499","text156","classificado",1
"2500","text19","vsa",1
"2501","text156","vsa",1
"2502","text19","exla",1
"2503","text156","exla",1
"2504","text19","reparare",1
"2505","text156","reparare",1
"2506","text19","absurdo",1
"2507","text37","absurdo",1
"2508","text68","absurdo",1
"2509","text74","absurdo",1
"2510","text156","absurdo",1
"2511","text20","começar",1
"2512","text20","desde",1
"2513","text60","desde",1
"2514","text79","desde",1
"2515","text20","arma",1
"2516","text20","cidadão",1
"2517","text29","cidadão",1
"2518","text20","bem",1
"2519","text21","bem",1
"2520","text24","bem",1
"2521","text29","bem",1
"2522","text31","bem",1
"2523","text43","bem",1
"2524","text84","bem",1
"2525","text20","efetivo",1
"2526","text20","conforto",1
"2527","text20","garantido",1
"2528","text20","constituição",1
"2529","text24","constituição",1
"2530","text68","constituição",1
"2531","text85","constituição",1
"2532","text20","ir",1
"2533","text20","vim",1
"2534","text20","resposta",1
"2535","text32","resposta",1
"2536","text39","resposta",1
"2537","text49","resposta",1
"2538","text50","resposta",1
"2539","text69","resposta",1
"2540","text20","urnas",1
"2541","text49","urnas",1
"2542","text50","urnas",1
"2543","text69","urnas",1
"2544","text87","urnas",1
"2545","text20","devemos",1
"2546","text20","faixas",1
"2547","text20","espalhar",1
"2548","text20","frase",1
"2549","text20","desculpe",1
"2550","text20","derrota",1
"2551","text21","contando",2
"2552","text21","várias",1
"2553","text21","estudando",1
"2554","text21","décimos",1
"2555","text21","corte",1
"2556","text21","alta",1
"2557","text26","alta",1
"2558","text39","alta",1
"2559","text74","alta",1
"2560","text21","devido",1
"2561","text25","devido",1
"2562","text39","devido",1
"2563","text60","devido",1
"2564","text21","absurda",1
"2565","text21","oferecidas",1
"2566","text21","chamaram",1
"2567","text21","analise",1
"2568","text21","acreditamos",1
"2569","text27","acreditamos",1
"2570","text39","acreditamos",1
"2571","text21","estrague",1
"2572","text21","jovens",1
"2573","text29","jovens",1
"2574","text35","jovens",1
"2575","text57","jovens",1
"2576","text85","jovens",1
"2577","text21","olha",1
"2578","text30","olha",1
"2579","text159","olha",1
"2580","text21","repercussão",1
"2581","text21","tomando",1
"2582","text66","tomando",1
"2583","text21","pouca",1
"2584","text39","pouca",2
"2585","text21","oferecida",1
"2586","text39","oferecida",1
"2587","text68","oferecida",1
"2588","text21","retificação",1
"2589","text22","excelentíssimo",1
"2590","text76","excelentíssimo",1
"2591","text22","pleno",1
"2592","text65","pleno",1
"2593","text22","século",1
"2594","text65","século",1
"2595","text22","xxi",1
"2596","text65","xxi",1
"2597","text22","onde",1
"2598","text68","onde",1
"2599","text84","onde",1
"2600","text22","gênero",1
"2601","text33","gênero",2
"2602","text84","gênero",1
"2603","text87","gênero",1
"2604","text95","gênero",2
"2605","text22","totalmente",1
"2606","text22","inaceitável",1
"2607","text22","mostrou",1
"2608","text22","frágil",1
"2609","text22","pensamento",1
"2610","text22","retrógrado",1
"2611","text22","coisa",1
"2612","text53","coisa",1
"2613","text56","coisa",1
"2614","text65","coisa",1
"2615","text22","outrora",1
"2616","text22","mulher",1
"2617","text68","mulher",1
"2618","text84","mulher",1
"2619","text22","crescendo",1
"2620","text66","crescendo",1
"2621","text22","toda",1
"2622","text45","toda",1
"2623","text70","toda",1
"2624","text22","mostrando",1
"2625","text22","veio",1
"2626","text140","veio",1
"2627","text22","menosprezada",1
"2628","text22","lutando",1
"2629","text22","queremos",1
"2630","text43","queremos",1
"2631","text85","queremos",1
"2632","text180","queremos",1
"2633","text22","porcentagem",1
"2634","text87","porcentagem",1
"2635","text22","tantas",1
"2636","text85","tantas",1
"2637","text22","guerreiras",1
"2638","text22","atenção",1
"2639","text27","atenção",1
"2640","text31","atenção",1
"2641","text66","atenção",1
"2642","text23","melhorar",1
"2643","text23","avaliações",1
"2644","text23","psicológicas",1
"2645","text23","aprovados",1
"2646","text23","objetiva",1
"2647","text23","muitos",1
"2648","text29","muitos",1
"2649","text35","muitos",1
"2650","text91","muitos",1
"2651","text146","muitos",1
"2652","text23","passam",1
"2653","text24","acordo",1
"2654","text29","acordo",1
"2655","text70","acordo",1
"2656","text24","infelizmente",1
"2657","text60","infelizmente",1
"2658","text62","infelizmente",1
"2659","text24","existe",2
"2660","text84","existe",1
"2661","text24","dá",1
"2662","text57","dá",1
"2663","text24","baixíssimo",1
"2664","text24","contribui",1
"2665","text24","venho",1
"2666","text60","venho",1
"2667","text96","venho",1
"2668","text24","pedir",1
"2669","text87","pedir",1
"2670","text24","autoridades",1
"2671","text24","revejam",1
"2672","text33","revejam",1
"2673","text24","meio",1
"2674","text30","meio",1
"2675","text62","meio",1
"2676","text72","meio",1
"2677","text24","aumentem",1
"2678","text24","termos",1
"2679","text68","termos",1
"2680","text24","concorrermos",1
"2681","text24","queria",1
"2682","text53","queria",1
"2683","text24","deixar",1
"2684","text69","deixar",1
"2685","text96","deixar",1
"2686","text24","atrás",1
"2687","text24","sermos",1
"2688","text24","dada",1
"2689","text69","dada",1
"2690","text24","chance",1
"2691","text26","chance",1
"2692","text33","chance",1
"2693","text24","maioria",1
"2694","text24","disputarmos",1
"2695","text24","vaga",1
"2696","text35","vaga",1
"2697","text38","vaga",1
"2698","text39","vaga",3
"2699","text60","vaga",1
"2700","text79","vaga",1
"2701","text24","#somos",1
"2702","text25","disse",1
"2703","text25","poucas",1
"2704","text30","poucas",1
"2705","text25","questões",1
"2706","text25","orçamentária",1
"2707","text25","contratar",1
"2708","text39","contratar",1
"2709","text184","contratar",1
"2710","text25","2mil",2
"2711","text25","inativos",2
"2712","text25","irão",1
"2713","text63","irão",1
"2714","text25","gastar",1
"2715","text25","volta",1
"2716","text25","desculpa",1
"2717","text25","lógica",1
"2718","text26","primeiros",1
"2719","text26","candidato",1
"2720","text74","candidato",2
"2721","text26","ficará",1
"2722","text26","pequeno",1
"2723","text26","vão",1
"2724","text26","reverter",1
"2725","text64","reverter",1
"2726","text26","situação",1
"2727","text52","situação",1
"2728","text64","situação",1
"2729","text70","situação",2
"2730","text80","situação",1
"2731","text27","limitações",1
"2732","text27","orçamentarias",1
"2733","text27","carece",2
"2734","text31","carece",1
"2735","text27","então",2
"2736","text62","então",1
"2737","text85","então",1
"2738","text184","então",1
"2739","text27","proposto",1
"2740","text27","fica",1
"2741","text95","fica",1
"2742","text27","doq",1
"2743","text27","terra",1
"2744","text27","amada",1
"2745","text27","aumentando",1
"2746","text66","aumentando",1
"2747","text91","aumentando",1
"2748","text27","sinta-se",1
"2749","text27","segura",1
"2750","text30","segura",1
"2751","text27","excelente",1
"2752","text29","excelente",1
"2753","text63","excelente",1
"2754","text27","trabalho",1
"2755","text30","trabalho",1
"2756","text43","trabalho",1
"2757","text63","trabalho",1
"2758","text89","trabalho",1
"2759","text27","feito",1
"2760","text52","feito",1
"2761","text80","feito",1
"2762","text28","dúvida",1
"2763","text28","preenchidas",1
"2764","text28","numero",1
"2765","text34","numero",1
"2766","text50","numero",1
"2767","text28","poderá",1
"2768","text28","excedentes",1
"2769","text96","excedentes",1
"2770","text28","proximos",1
"2771","text28","preenchelas",1
"2772","text28","agradeço",1
"2773","text32","agradeço",1
"2774","text60","agradeço",1
"2775","text29","pense",2
"2776","text31","pense",1
"2777","text34","pense",1
"2778","text85","pense",1
"2779","text87","pense",1
"2780","text29","sonhamos",1
"2781","text29","estudamos",1
"2782","text29","investimos",1
"2783","text29","aparenta",1
"2784","text29","independentemente",1
"2785","text29","política",1
"2786","text37","política",1
"2787","text29","falo",1
"2788","text29","pessoa",1
"2789","text39","pessoa",3
"2790","text29","sacrificamos",1
"2791","text29","tanto",1
"2792","text39","tanto",1
"2793","text64","tanto",1
"2794","text84","tanto",1
"2795","text85","tanto",1
"2796","text95","tanto",1
"2797","text29","entanto",1
"2798","text29","classificamos",1
"2799","text29","final",1
"2800","text66","final",1
"2801","text29","eliminados",1
"2802","text34","eliminados",1
"2803","text91","eliminados",1
"2804","text29","necessária",1
"2805","text29","reservas",1
"2806","text85","reservas",1
"2807","text29","pagar",1
"2808","text51","pagar",1
"2809","text55","pagar",1
"2810","text75","pagar",1
"2811","text98","pagar",1
"2812","text99","pagar",1
"2813","text153","pagar",1
"2814","text186","pagar",1
"2815","text29","salário",1
"2816","text51","salário",1
"2817","text55","salário",1
"2818","text71","salário",2
"2819","text75","salário",1
"2820","text98","salário",1
"2821","text99","salário",1
"2822","text153","salário",1
"2823","text186","salário",1
"2824","text29","completo",1
"2825","text29","patente",1
"2826","text29","gás",1
"2827","text29","energia",1
"2828","text29","usar",1
"2829","text29","custa",1
"2830","text29","caro",1
"2831","text53","caro",1
"2832","text29","praças",1
"2833","text29","dê",1
"2834","text87","dê",1
"2835","text91","dê",1
"2836","text29","servir",1
"2837","text29","garantir",1
"2838","text29","sustento",1
"2839","text29","famílias",1
"2840","text30","chama",1
"2841","text36","chama",1
"2842","text39","chama",1
"2843","text46","chama",1
"2844","text47","chama",1
"2845","text57","chama",1
"2846","text78","chama",1
"2847","text85","chama",1
"2848","text105","chama",1
"2849","text130","chama",1
"2850","text180","chama",1
"2851","text30","responsabilidade",1
"2852","text30","posicionamento",1
"2853","text30","referente",1
"2854","text77","referente",1
"2855","text30","pm-ba",1
"2856","text146","pm-ba",1
"2857","text184","pm-ba",1
"2858","text30","grava",1
"2859","text30","vídeo",1
"2860","text30","use",1
"2861","text30","imagem",1
"2862","text30","justificar",1
"2863","text30","corrigir",1
"2864","text53","corrigir",1
"2865","text66","corrigir",1
"2866","text70","corrigir",1
"2867","text74","corrigir",1
"2868","text30","hora",1
"2869","text30","inteligente",1
"2870","text30","fez",1
"2871","text47","fez",1
"2872","text52","fez",1
"2873","text80","fez",1
"2874","text30","tirou",1
"2875","text30","classificar",1
"2876","text30","eliminar",1
"2877","text30","sim",1
"2878","text31","sim",1
"2879","text30","aumentou",1
"2880","text30","índices",1
"2881","text30","inteira",1
"2882","text30","destacando",2
"2883","text30","explosões",1
"2884","text30","caixas",1
"2885","text30","eletrônicos",1
"2886","text30","facções",1
"2887","text30","roubando",1
"2888","text30","futuro",1
"2889","text30","crianças",1
"2890","text30","anunciou",1
"2891","text30","quase",1
"2892","text37","quase",1
"2893","text72","quase",1
"2894","text30","estágios",1
"2895","text30","dobrou",1
"2896","text30","carga",1
"2897","text30","horária",1
"2898","text30","professores",2
"2899","text30","admiro",1
"2900","text30","continua",1
"2901","text31","importante",1
"2902","text41","importante",1
"2903","text31","pouco",1
"2904","text44","pouco",1
"2905","text66","pouco",1
"2906","text31","ver",1
"2907","text31","fazendo",2
"2908","text53","fazendo",1
"2909","text63","fazendo",1
"2910","text31","lado",1
"2911","text41","lado",1
"2912","text31","outro",1
"2913","text41","outro",1
"2914","text31","entrando",1
"2915","text31","correção",1
"2916","text33","correção",1
"2917","text43","correção",1
"2918","text72","correção",2
"2919","text31","haver",1
"2920","text34","haver",1
"2921","text31","si",1
"2922","text32","professor",1
"2923","text32","contemplar",1
"2924","text32","profissional",1
"2925","text32","tipo",1
"2926","text32","assim",2
"2927","text43","assim",1
"2928","text60","assim",1
"2929","text74","assim",1
"2930","text87","assim",1
"2931","text32","veterinário",1
"2932","text32","dou",1
"2933","text32","aula",1
"2934","text32","cetep",1
"2935","text32","uauá",1
"2936","text32","turmas",1
"2937","text32","zootecnia",1
"2938","text32","agropecuária",1
"2939","text32","sentido",1
"2940","text32","enquadrara",1
"2941","text33","gostaria",1
"2942","text63","gostaria",1
"2943","text85","gostaria",1
"2944","text87","gostaria",2
"2945","text33","aumentasse",1
"2946","text87","aumentasse",1
"2947","text33","visto",2
"2948","text33","equivalente",1
"2949","text184","equivalente",1
"2950","text33","previsto",1
"2951","text33","diversas",2
"2952","text33","desempregadas",1
"2953","text33","mães",1
"2954","text33","donas",1
"2955","text33","lar",1
"2956","text33","esforçaram",1
"2957","text33","máximo",1
"2958","text33","estudar",1
"2959","text39","estudar",1
"2960","text62","estudar",1
"2961","text33","briosa",1
"2962","text149","briosa",1
"2963","text33","questão",1
"2964","text72","questão",1
"2965","text184","questão",1
"2966","text33","sobre",1
"2967","text44","sobre",1
"2968","text53","sobre",1
"2969","text33","critério",1
"2970","text33","habilitadas",1
"2971","text87","habilitadas",1
"2972","text33","insuficiente",1
"2973","text33","fases",1
"2974","text33","perdem",1
"2975","text34","figurar",1
"2976","text34","1,5x",1
"2977","text34","automaticamente",1
"2978","text34","eliminado",1
"2979","text34","antes",1
"2980","text74","antes",1
"2981","text34","atingiram",1
"2982","text34","figuraram",1
"2983","text34","impasses",1
"2984","text34","arrecadação",1
"2985","text34","observo",1
"2986","text34","rsrsrsrs",1
"2987","text35","decepcione",1
"2988","text35","baiano",1
"2989","text53","baiano",2
"2990","text67","baiano",1
"2991","text35","realizações",1
"2992","text35","dedicaram",1
"2993","text39","dedicaram",1
"2994","text35","ansiosos",1
"2995","text35","esperançosos",1
"2996","text36","desempregados",1
"2997","text57","desempregados",1
"2998","text36","pais",1
"2999","text36","familia",1
"3000","text36","precisam",1
"3001","text36","emprego",1
"3002","text37","emprego",1
"3003","text146","emprego",1
"3004","text36","aposentados",1
"3005","text36","salarial",1
"3006","text37","reveja",2
"3007","text70","reveja",2
"3008","text91","reveja",1
"3009","text37","capazes",1
"3010","text37","trabalham",1
"3011","text37","alagoas",1
"3012","text37","concorrem",1
"3013","text37","igualmente",1
"3014","text37","casta",1
"3015","text37","carrega",1
"3016","text37","tempo",1
"3017","text64","tempo",1
"3018","text66","tempo",1
"3019","text37","puro",1
"3020","text37","preconceito",1
"3021","text37","cinco",1
"3022","text37","somente",1
"3023","text45","somente",1
"3024","text69","somente",1
"3025","text37","negar",1
"3026","text37","acesso",1
"3027","text37","faz",1
"3028","text52","faz",1
"3029","text77","faz",1
"3030","text80","faz",1
"3031","text37","parte",1
"3032","text149","parte",1
"3033","text37","partidos",1
"3034","text37","trabalhadores",1
"3035","text37","espero",1
"3036","text37","posição",1
"3037","text37","milhões",1
"3038","text180","milhões",1
"3039","text37","habitantes",1
"3040","text180","habitantes",1
"3041","text37","segundo",1
"3042","text37","dados",1
"3043","text37","oficiais",1
"3044","text37","assembleia",1
"3045","text37","pms",2
"3046","text37","ja",1
"3047","text121","ja",1
"3048","text37","deram",1
"3049","text37","entradas",1
"3050","text37","pedidido",1
"3051","text37","aposentadoria",1
"3052","text37","mínimo",1
"3053","text39","mínimo",1
"3054","text71","mínimo",1
"3055","text38","hospital",1
"3056","text38","rim",1
"3057","text38","morrendo",1
"3058","text38","fila",1
"3059","text38","transplante",1
"3060","text38","espera",1
"3061","text38","hemodiálise",1
"3062","text39","apena",1
"3063","text39","inadmissível",1
"3064","text39","defit",1
"3065","text96","defit",1
"3066","text39","corporação",1
"3067","text39","ceará",1
"3068","text52","ceará",1
"3069","text80","ceará",1
"3070","text39","inferior",1
"3071","text84","inferior",1
"3072","text39","oferecem",1
"3073","text39","indignada",1
"3074","text39","feita",1
"3075","text39","décimo",1
"3076","text39","nível",2
"3077","text39","médio",1
"3078","text39","concorrido",1
"3079","text57","concorrido",1
"3080","text39","superior",1
"3081","text39","acreditou",1
"3082","text39","confiou",1
"3083","text39","mandado",1
"3084","text39","acertaram",1
"3085","text39","ficarem",1
"3086","text39","aguardamos",1
"3087","text40","desproporcional",1
"3088","text40","relação",1
"3089","text50","relação",1
"3090","text72","relação",1
"3091","text40","masculinas",1
"3092","text41","nao",1
"3093","text41","#direita",1
"3094","text41","#esquerda",1
"3095","text41","#empatia",1
"3096","text41","tribal",1
"3097","text41","so",1
"3098","text79","so",1
"3099","text41","mim",1
"3100","text53","mim",1
"3101","text89","mim",1
"3102","text41","mundo",1
"3103","text41","passos",2
"3104","text41","tras",1
"3105","text41","frente",1
"3106","text41","dignidade",1
"3107","text41","servicos",1
"3108","text41","publico",1
"3109","text41","prioridade",1
"3110","text41","#planejamentourbano",1
"3111","text41","#rural",1
"3112","text41","#moradia",1
"3113","text41","#saneamentobasico",1
"3114","text41","#saude",1
"3115","text41","#educacao",1
"3116","text41","#transportepublico",1
"3117","text41","#estradas",1
"3118","text41","#protecaomeioambiente",1
"3119","text41","resto",1
"3120","text41","consequencia",1
"3121","text41","administrcao",1
"3122","text41","publica",1
"3123","text42","inscritos",1
"3124","text42","decidir",1
"3125","text43","admirável",1
"3126","text43","sonhou",1
"3127","text43","governar",1
"3128","text43","mostrar",1
"3129","text43","seriedade",1
"3130","text43","seleção",1
"3131","text43","justa",1
"3132","text43","competentes",1
"3133","text43","assegurar",1
"3134","text43","paz",1
"3135","text43","nesta",1
"3136","text43","caminhada",1
"3137","text44","ofertadas",1
"3138","text180","ofertadas",1
"3139","text44","insegurança",1
"3140","text44","vivemos",1
"3141","text45","abrir",1
"3142","text60","abrir",2
"3143","text45","convocados",1
"3144","text70","convocados",2
"3145","text91","convocados",1
"3146","text45","sério",1
"3147","text46","alto",1
"3148","text46","dominado",1
"3149","text47","previsa",1
"3150","text47","profissionais",1
"3151","text49","desumano",1
"3152","text49","ocorrendo",1
"3153","text49","6x",1
"3154","text53","6x",1
"3155","text49","próximo",1
"3156","text62","próximo",1
"3157","text136","próximo",1
"3158","text184","próximo",1
"3159","text50","medíocre",1
"3160","text50","daremos",1
"3161","text51","retificando",1
"3162","text75","retificando",1
"3163","text98","retificando",1
"3164","text99","retificando",1
"3165","text153","retificando",1
"3166","text186","retificando",1
"3167","text51","siga",1
"3168","text55","siga",1
"3169","text75","siga",1
"3170","text98","siga",1
"3171","text99","siga",1
"3172","text153","siga",1
"3173","text186","siga",1
"3174","text51","jaques",1
"3175","text55","jaques",1
"3176","text75","jaques",1
"3177","text98","jaques",1
"3178","text99","jaques",1
"3179","text108","jaques",1
"3180","text153","jaques",1
"3181","text186","jaques",1
"3182","text51","acabou",1
"3183","text55","acabou",1
"3184","text75","acabou",1
"3185","text98","acabou",1
"3186","text99","acabou",1
"3187","text153","acabou",1
"3188","text186","acabou",1
"3189","text51","região",1
"3190","text55","região",1
"3191","text62","região",1
"3192","text63","região",1
"3193","text75","região",1
"3194","text98","região",1
"3195","text99","região",1
"3196","text153","região",1
"3197","text186","região",1
"3198","text51","súplica",1
"3199","text55","súplica",1
"3200","text75","súplica",1
"3201","text98","súplica",1
"3202","text99","súplica",1
"3203","text153","súplica",1
"3204","text186","súplica",1
"3205","text51","secretaria",1
"3206","text55","secretaria",1
"3207","text52","terceira",1
"3208","text80","terceira",1
"3209","text52","turma",1
"3210","text60","turma",1
"3211","text80","turma",1
"3212","text52","abre",1
"3213","text79","abre",1
"3214","text80","abre",1
"3215","text120","abre",1
"3216","text52","disponiveis",1
"3217","text80","disponiveis",1
"3218","text52","realizado",1
"3219","text80","realizado",1
"3220","text89","realizado",1
"3221","text96","realizado",1
"3222","text52","mês",1
"3223","text80","mês",1
"3224","text52","favor",1
"3225","text80","favor",1
"3226","text87","favor",1
"3227","text53","acessor",1
"3228","text53","comunicação",1
"3229","text53","saber",1
"3230","text63","saber",1
"3231","text53","motivo",1
"3232","text53","bahiano",1
"3233","text53","avisa",1
"3234","text53","sacanagem",1
"3235","text53","oque",1
"3236","text53","tapa",1
"3237","text53","esquece",1
"3238","text53","china",1
"3239","text82","china",1
"3240","text53","foca",1
"3241","text53","certeza",1
"3242","text66","certeza",1
"3243","text72","certeza",1
"3244","text53","políticos",1
"3245","text63","políticos",1
"3246","text53","dão",1
"3247","text53","mínima",1
"3248","text53","particular",1
"3249","text53","parcerias",1
"3250","text53","sites",1
"3251","text53","youtubers",1
"3252","text53","descaso",1
"3253","text53","ruim",1
"3254","text53","fala",1
"3255","text84","fala",1
"3256","text53","atitudes",1
"3257","text53","assuste",1
"3258","text53","acm",1
"3259","text62","acm",1
"3260","text53","ganhar",1
"3261","text53","mande",1
"3262","text53","atentar",1
"3263","text53","levar",1
"3264","text53","conhecer",1
"3265","text53","japonesa",1
"3266","text53","poupe",1
"3267","text53","séria",1
"3268","text53","investir",1
"3269","text54","policia",1
"3270","text137","policia",1
"3271","text54","civil",1
"3272","text73","civil",1
"3273","text88","civil",1
"3274","text111","civil",1
"3275","text121","civil",1
"3276","text137","civil",1
"3277","text56","faça",1
"3278","text85","faça",2
"3279","text56","certa",1
"3280","text56","estaremos",1
"3281","text57","desenfreado",1
"3282","text57","disponibilizados",1
"3283","text57","colaboração",1
"3284","text57","dessas",1
"3285","text65","dessas",1
"3286","text57","vagos",1
"3287","text58","nova",1
"3288","text60","nova",1
"3289","text177","nova",1
"3290","text58","tragedia",1
"3291","text58","tomada",1
"3292","text58","providência",1
"3293","text58","ba",1
"3294","text78","ba",1
"3295","text89","ba",1
"3296","text58","saubaranoticias.com",1
"3297","text86","saubaranoticias.com",1
"3298","text58","cacamba-da-prefeitura-de-saubara-vira-na-entrada-da-cidade",1
"3299","text86","cacamba-da-prefeitura-de-saubara-vira-na-entrada-da-cidade",1
"3300","text59","primeiramente",1
"3301","text59","pede",1
"3302","text180","pede",1
"3303","text59","socorro",1
"3304","text180","socorro",1
"3305","text59","#maispoliciais",1
"3306","text59","#chamaoshabilitados",1
"3307","text60","noite",1
"3308","text96","noite",1
"3309","text60","concorrentes",1
"3310","text60","facebook",1
"3311","text60","irmão",1
"3312","text60","fiquei",1
"3313","text60","triste",1
"3314","text60","estudei",1
"3315","text60","realizar",1
"3316","text60","alguma",1
"3317","text60","expectativa",1
"3318","text60","buraco",1
"3319","text60","milita",1
"3320","text60","trabalhando",1
"3321","text61","baixíssima",1
"3322","text61","chega",1
"3323","text62","sinceramente",1
"3324","text62","acredito",1
"3325","text72","acredito",1
"3326","text96","acredito",1
"3327","text62","ampliar",1
"3328","text96","ampliar",1
"3329","text62","manteve",1
"3330","text62","vergonhoso",1
"3331","text62","disponibilizar",1
"3332","text63","ideia",1
"3333","text85","ideia",1
"3334","text63","ler",1
"3335","text63","total",1
